,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.79,0.83,0.83,0.75,0.05,0.75,0.9,0.91,0.8,1.1,0.66,0.8
fityk.csv,0.66,0.75,0.58,0.74,0.92,0.74,1.05,0.82,0.05,0.7,0.91,0.74
hatari.csv,0.03,0.73,0.6,0.55,0.71,0.8,0.75,0.8,0.49,0.88,0.7,0.7
lmms.csv,0.5,0.57,0.83,0.05,0.67,0.74,0.72,0.64,0.64,0.57,0.99,0.76
mecat.csv,1.0,1.0,0.96,1.0,1.0,0.96,1.0,1.0,1.0,0.0,1.0,0.94
nullc.csv,0.97,0.02,0.68,0.88,0.97,0.71,0.72,0.86,1.0,0.67,0.95,0.67
oscarmcmaster.csv,0.63,0.72,0.59,0.87,0.75,0.83,0.78,0.72,0.75,0.37,0.85,0.13
superwaba.csv,0.68,0.77,0.06,0.62,0.76,0.75,0.8,0.52,0.75,0.6,0.57,0.69
tycho.csv,0.66,0.66,0.53,0.6,0.75,0.69,0.58,0.0,0.57,0.47,1.02,0.59
vienna-add-in.csv,1.0,1.0,0.6,1.0,1.0,0.05,1.0,1.01,1.0,0.98,0.73,0.72
voms.csv,0.75,0.8,0.81,0.84,0.91,0.76,0.02,0.69,0.98,0.33,0.86,0.78
wsmt.csv,0.91,0.75,0.86,0.86,0.79,0.92,0.89,0.84,0.88,1.01,0.11,0.92
