,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.22,0.64,0.11,0.41,0.02,0.17,0.11,0.21,0.09,0.45,0.63,0.39
fityk.csv,0.36,0.09,0.42,0.6,0.41,0.39,0.32,0.36,0.0,0.7,0.87,0.51
hatari.csv,0.0,0.09,0.54,0.36,0.64,0.63,0.74,0.21,0.27,0.88,0.5,0.54
lmms.csv,0.33,0.36,0.12,0.0,0.56,0.27,0.27,0.29,0.59,0.57,0.53,0.38
mecat.csv,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
nullc.csv,0.97,0.0,0.35,0.88,0.97,0.44,0.45,0.86,1.0,0.67,0.6,0.4
oscarmcmaster.csv,0.31,0.0,0.23,0.05,0.16,0.05,0.06,0.39,0.05,0.17,0.7,0.0
superwaba.csv,0.17,0.45,0.0,0.34,0.48,0.51,0.17,0.39,0.36,0.6,0.57,0.46
tycho.csv,0.31,0.0,0.4,0.26,0.2,0.39,0.38,0.0,0.32,0.33,0.4,0.25
vienna-add-in.csv,1.0,1.0,0.55,1.0,1.0,0.0,1.0,1.0,1.0,0.98,0.63,0.54
voms.csv,0.31,0.18,0.72,0.25,0.05,0.22,0.02,0.29,0.0,0.03,0.0,0.25
wsmt.csv,0.14,0.27,0.02,0.04,0.16,0.15,0.03,0.14,0.18,0.13,0.0,0.12
