,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.47,0.72,0.45,0.71,0.59,0.39,0.35,0.8,0.41,0.88,0.38
avisynth2.csv,0.91,0.0,0.5,0.75,0.67,0.83,0.5,0.5,0.88,0.0,0.0
coot.csv,0.0,0.59,0.66,0.52,0.36,0.0,0.44,0.48,0.6,0.47,0.45
dsworkbench.csv,0.47,0.86,0.83,0.5,0.83,0.92,0.93,0.97,0.9,0.89,0.9
freelords.csv,0.42,0.46,0.51,0.5,0.32,0.56,0.54,0.44,0.45,0.37,0.39
gephex.csv,0.36,0.53,0.45,0.47,0.48,0.67,0.53,0.65,0.48,0.46,0.39
jas.csv,0.92,0.55,0.83,0.88,0.86,0.82,0.59,0.51,0.9,0.73,0.7
jpaul.csv,0.4,0.95,0.84,0.44,0.44,0.95,0.89,0.99,0.67,0.92,0.89
ngl.csv,0.37,0.5,0.41,0.38,0.32,0.46,0.38,0.47,0.44,0.42,0.41
scenemonitor.csv,0.37,0.58,0.53,0.5,0.5,0.0,0.49,0.43,0.58,0.87,0.92
synecdoche.csv,0.38,0.63,0.35,0.42,0.41,0.83,0.43,0.69,0.48,0.52,0.59
