,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,97.5,98.5,98.5,95.5,252.5,1884.5,99.0,99.0,196.0,181.0,473.5
avisynth2.csv,97.5,37.5,78.5,95.5,12.5,306.0,86.0,113.0,400.0,0.0,0.0
coot.csv,0.0,98.5,193.0,98.5,94.5,49.5,99.0,98.5,98.5,97.5,274.5
dsworkbench.csv,97.5,92.5,76.5,30.5,92.5,579.5,99.0,99.0,178.5,187.0,182.0
freelords.csv,97.5,98.5,98.5,95.5,97.5,1068.5,88.5,99.0,197.0,97.5,280.5
gephex.csv,97.5,291.5,98.5,98.5,97.5,1707.5,99.0,99.0,196.0,97.5,473.5
jas.csv,97.5,98.5,95.5,152.0,482.0,362.5,97.5,99.0,98.5,95.5,374.0
jpaul.csv,97.5,96.5,98.5,98.5,94.5,757.0,99.0,98.5,197.0,185.0,182.0
ngl.csv,97.5,98.5,98.5,98.5,97.5,714.5,196.0,98.5,196.0,97.5,279.5
scenemonitor.csv,97.5,98.5,98.5,95.5,94.5,51.5,88.5,99.0,196.0,373.0,185.0
synecdoche.csv,97.5,98.5,98.5,95.5,97.5,578.0,196.0,99.0,196.0,97.5,88.5
