,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.57,1.0,0.08,0.32,0.02,0.56,0.59,0.36,0.29,0.09,0.74,0.18,0.67
freewrl.csv,0.61,0.69,0.1,0.51,0.07,0.93,0.54,0.43,0.33,0.22,0.67,0.1,0.73
fulguro.csv,0.54,0.56,0.31,0.43,0.07,0.55,0.56,0.43,0.0,0.25,0.32,1.0,0.55
google-web-toolkit.csv,0.62,0.62,0.18,0.88,0.07,0.58,0.99,0.56,0.4,0.26,0.67,0.15,0.63
jcache.csv,0.69,0.78,0.08,0.7,0.0,0.71,0.65,0.51,0.6,0.21,0.97,0.21,0.76
jstock.csv,1.0,0.66,0.07,0.75,0.15,0.0,0.65,0.45,1.0,0.33,0.92,0.11,0.79
mimosa.csv,0.55,0.61,0.11,1.0,0.07,0.0,0.59,0.33,0.2,0.23,0.76,0.0,0.71
miranda.csv,0.7,0.64,0.11,0.56,0.08,0.0,0.58,0.49,0.5,0.29,0.55,0.16,0.99
ns-3-dev-def-routing.csv,0.67,0.67,0.16,0.69,0.08,0.77,0.59,1.0,0.2,0.14,1.0,0.03,0.71
ossbuild.csv,0.58,0.56,1.0,0.55,0.11,0.47,0.61,0.45,0.33,0.12,0.83,0.03,0.65
qtractor.csv,1.0,0.55,0.13,0.81,0.08,0.59,0.58,0.54,0.75,0.22,0.73,0.14,0.8
quarkplayer.csv,0.6,0.93,0.0,0.0,1.0,0.5,0.49,0.27,0.16,0.18,0.22,0.0,0.63
synergyspace.csv,0.6,0.6,0.13,0.86,0.08,0.5,0.59,0.48,0.0,1.0,0.86,0.1,0.78
