,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.95,0.8,0.94,0.94,0.92,0.95,0.0,0.96,0.89,0.0,0.91,0.0,0.0,0.8,0.5,0.92,0.89,0.99,0.93,0.0
baadengine.csv,0.44,0.39,0.36,0.42,0.38,0.42,0.51,0.36,0.33,0.43,0.41,0.34,0.36,0.3,0.41,0.34,0.4,0.41,0.65,0.34
bibedt.csv,0.63,0.75,0.8,0.62,0.53,0.65,0.56,0.71,0.77,0.78,0.6,0.77,0.9,0.42,0.95,0.75,0.69,0.63,0.73,0.9
cascading.csv,0.49,0.4,0.41,0.65,0.52,0.61,0.69,0.45,0.6,0.38,0.46,0.57,0.37,0.35,0.52,0.4,0.44,0.5,0.68,0.86
dataobjectsdotnet.csv,0.64,0.42,0.64,0.7,0.63,0.82,0.68,0.71,0.97,0.76,0.77,0.69,0.78,0.79,0.64,0.64,0.76,0.65,0.81,0.7
gnome-jabber.csv,0.46,0.38,0.36,0.39,0.42,0.45,0.55,0.39,0.36,0.44,0.47,0.3,0.39,0.36,0.46,0.35,0.4,0.41,0.49,0.52
gogoego.csv,0.56,0.67,0.97,0.52,0.82,0.67,0.56,0.81,0.58,0.54,0.46,0.62,0.48,0.88,0.97,0.97,0.88,0.61,0.9,0.54
httpcontentparser.csv,0.98,0.0,0.0,0.8,0.95,0.9,0.5,0.96,0.98,0.0,0.95,0.8,0.88,0.92,0.94,0.86,0.8,0.81,0.76,0.87
impala.csv,0.66,0.46,0.97,0.44,0.41,0.51,0.96,0.38,0.39,0.83,0.78,0.52,0.61,0.68,0.75,0.96,0.58,0.53,0.62,0.64
jaxlib.csv,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgameai.csv,0.65,0.92,0.94,0.7,0.88,0.85,0.96,0.55,0.96,0.8,0.89,0.67,0.75,0.88,0.94,0.97,0.94,0.97,0.9,0.0
jhotdraw.csv,0.98,0.75,0.94,0.84,0.88,0.95,0.5,0.98,0.98,0.0,0.95,0.67,0.75,0.63,0.94,0.95,0.92,0.95,0.94,0.88
loki-lib.csv,0.5,0.45,0.44,0.38,0.34,0.43,0.55,0.39,0.37,0.37,0.43,0.31,0.42,0.35,0.39,0.35,0.44,0.45,0.61,0.45
patterntesting.csv,0.49,0.58,0.52,0.41,0.45,0.59,0.49,0.47,0.56,0.55,0.43,0.48,0.55,0.48,0.63,0.55,0.49,0.5,0.64,0.42
pokeglobal.csv,0.46,0.41,0.38,0.46,0.46,0.49,0.55,0.42,0.44,0.42,0.52,0.33,0.5,0.41,0.49,0.38,0.41,0.43,0.45,0.44
snakeyaml.csv,0.74,0.94,0.94,0.59,0.64,0.68,0.98,0.85,0.86,0.88,0.87,0.43,0.55,0.46,0.96,0.9,0.73,0.66,0.49,0.78
unflobtactical.csv,0.6,0.69,0.96,0.95,0.69,0.86,0.71,0.9,0.69,0.93,0.62,0.8,0.56,0.49,0.95,0.82,0.95,0.88,0.58,0.57
werx.csv,0.41,0.37,0.36,0.42,0.41,0.48,0.54,0.37,0.36,0.44,0.45,0.3,0.39,0.38,0.41,0.33,0.4,0.42,0.44,0.52
zealos.csv,0.9,0.8,0.86,0.89,0.79,0.78,0.65,0.77,0.76,0.53,0.82,0.64,0.88,0.58,0.94,0.7,0.89,0.81,0.69,0.68
