,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.0,0.71,0.93,0.55,0.82,0.0,0.67
bwapi.csv,0.03,0.98,0.84,0.32,0.19,0.36,0.25
gisgraphy.csv,0.02,0.75,0.88,0.35,0.06,0.27,1.0
lite.csv,0.33,0.53,0.7,0.89,0.33,1.0,0.33
ontopia.csv,0.02,0.77,1.0,0.26,0.19,0.29,0.34
smartgwt.csv,0.03,0.83,0.74,1.0,0.16,0.24,0.36
