,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.28,0.17,0.14,0.14,0.05,0.27,0.06
bwapi.csv,0.52,0.06,0.93,0.6,0.83,0.66,1.0
gisgraphy.csv,0.95,0.89,0.36,0.08,0.36,0.85,0.0
lite.csv,0.03,0.22,0.71,0.02,0.12,0.0,0.17
ontopia.csv,0.92,1.0,0.0,0.75,0.96,0.85,0.77
smartgwt.csv,0.52,0.17,0.57,0.0,0.43,0.54,0.62
