,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.88,0.86,0.86,0.76,0.85,0.91,0.89
bwapi.csv,0.55,0.57,0.33,0.43,0.41,0.38,0.3
gisgraphy.csv,0.39,0.55,0.63,0.97,0.98,0.33,0.73
lite.csv,0.67,0.82,0.55,0.84,0.88,0.71,0.92
ontopia.csv,0.39,0.47,0.37,0.5,0.45,0.33,0.36
smartgwt.csv,0.67,0.83,0.58,0.56,0.76,0.55,0.43
