,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.0,0.12,0.36,0.57,0.9,0.0,0.27
bwapi.csv,1.0,0.97,0.88,0.95,0.83,1.0,0.73
gisgraphy.csv,1.0,0.77,0.5,0.14,0.1,0.87,1.0
lite.csv,1.0,0.07,0.3,0.43,0.27,0.93,0.18
ontopia.csv,1.0,0.99,1.0,0.85,0.97,0.93,0.86
smartgwt.csv,1.0,0.23,0.3,0.93,0.37,0.47,0.77
