,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.49,0.75,0.6,0.79,0.4,0.66,0.44,0.51,0.46,0.43,0.47,0.5
crisscross.csv,0.95,0.88,0.9,0.86,0.67,0.94,0.91,0.88,0.93,0.83,0.88,0.97
gabel.csv,0.0,0.0,0.0,0.5,0.0,0.92,0.5,0.5,0.88,0.0,0.75,0.67
jguard.csv,0.46,0.55,0.57,0.48,0.4,0.54,0.53,0.64,0.49,0.81,0.45,0.49
jitterbit.csv,0.5,0.55,0.71,0.8,0.85,0.73,0.68,0.75,0.72,0.67,0.91,0.6
mycila.csv,0.96,0.0,0.63,0.89,0.89,0.97,0.75,0.86,0.89,0.52,0.9,0.94
nova.csv,0.56,0.7,0.55,0.52,0.43,0.56,0.61,0.92,0.59,0.6,0.55,0.76
ontomorphtab.csv,0.46,0.43,0.48,0.44,0.76,0.44,0.4,0.42,0.43,0.4,0.4,0.48
tmva.csv,0.38,0.88,0.49,0.47,0.48,0.5,0.45,0.51,0.43,0.59,0.58,0.52
vienna-add-in.csv,0.56,0.64,0.6,0.58,0.42,0.63,0.53,0.85,0.57,0.47,0.62,0.82
vrjuggler.csv,0.92,0.75,0.85,0.55,0.35,0.46,0.47,0.41,0.54,0.93,0.37,0.5
wpdev.csv,0.39,0.43,0.42,0.39,0.31,0.37,0.4,0.38,0.46,0.36,0.37,0.44
