,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.64,0.62,0.48,0.2,1.0,0.38,0.55,0.6,0.75,0.69,0.5,0.64
crisscross.csv,0.15,0.15,0.95,0.2,0.02,0.25,0.16,0.1,0.62,0.12,0.3,0.22
gabel.csv,0.0,0.0,0.0,0.06,0.0,0.04,0.02,0.03,1.0,0.0,0.0,0.01
jguard.csv,0.76,0.31,0.62,0.57,0.68,0.35,0.66,0.93,0.38,0.12,0.6,0.5
jitterbit.csv,0.7,0.23,0.76,0.29,0.2,0.96,0.53,0.27,0.38,0.44,0.1,0.59
mycila.csv,0.15,0.08,0.57,0.11,0.16,0.04,0.04,0.07,0.12,0.56,1.0,0.08
nova.csv,0.43,0.77,0.48,0.6,0.48,0.46,0.31,0.2,0.75,0.44,0.4,0.26
ontomorphtab.csv,0.79,1.0,0.9,0.97,0.27,0.63,0.82,0.87,1.0,0.94,0.8,0.84
tmva.csv,0.74,0.23,0.76,0.69,0.36,0.57,0.58,0.53,1.0,0.31,0.4,0.99
vienna-add-in.csv,0.62,0.69,0.62,0.69,0.61,0.47,1.0,0.33,0.88,0.69,0.4,0.49
vrjuggler.csv,0.27,0.08,0.24,0.74,0.89,0.84,0.8,0.9,0.75,0.94,1.0,0.7
wpdev.csv,1.0,1.0,1.0,1.0,0.98,0.98,1.0,0.97,1.0,1.0,1.0,1.0
