,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.9,0.0,0.4,0.83,0.83,0.99,0.86,0.93,0.94,0.91,0.75
arsenal-1.csv,0.36,0.54,0.5,0.8,0.0,0.98,0.89,0.5,0.89,0.88,0.76
barracudamvc.csv,0.42,0.4,0.35,0.31,0.39,0.43,0.4,0.51,0.4,0.37,0.54
cascading.csv,0.46,0.36,0.5,0.31,0.49,0.59,0.47,0.53,0.44,0.43,0.46
emisview.csv,0.76,0.8,0.41,0.52,0.89,0.67,0.58,0.5,0.95,0.89,0.92
jitterbit.csv,0.43,0.36,0.39,0.43,0.73,0.66,0.43,0.48,0.57,0.64,0.63
jppf-project.csv,0.54,0.36,0.61,0.46,0.48,0.46,0.44,0.41,0.55,0.61,0.6
mevenide.csv,0.42,0.43,0.67,0.5,0.0,0.7,0.8,0.94,0.95,0.91,0.74
mycila.csv,0.37,0.39,0.75,0.42,0.52,0.61,0.79,0.45,0.44,0.37,0.65
ontopia.csv,0.85,0.62,0.5,0.41,0.41,0.64,0.4,0.43,0.91,0.43,0.89
trackit.csv,0.67,0.0,0.9,0.59,0.5,0.99,0.82,0.75,0.0,0.83,0.0
