,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.59,0.55,0.71,0.69,0.53,0.38,0.71,0.27,0.74,0.55,0.63,0.65,0.64,0.66,0.59,0.71,0.7,0.56
dspace-gsoc.csv,0.69,0.41,0.58,0.52,0.36,0.39,0.69,0.49,0.65,0.57,0.73,0.67,0.14,0.35,0.09,0.55,0.62,0.0
fbmanager.csv,0.45,0.32,0.7,0.6,0.15,0.23,0.45,0.43,0.4,0.25,0.46,0.55,0.75,0.67,0.29,0.5,0.07,0.75
fido.csv,0.0,0.15,0.0,0.13,0.07,0.17,0.05,0.44,0.0,0.04,0.0,0.0,0.23,0.04,0.97,0.0,0.01,0.12
freenet.csv,0.4,0.0,0.56,0.66,0.71,0.49,0.0,0.45,0.27,0.44,0.48,0.27,0.17,0.13,0.7,0.65,0.57,0.0
geogebra.csv,0.51,0.45,0.63,0.62,0.62,0.39,0.56,0.34,0.62,0.52,0.57,0.73,0.43,0.41,0.29,0.56,0.66,0.58
google-caja.csv,0.63,0.57,0.7,0.68,0.55,0.39,0.71,0.79,0.32,0.6,0.65,0.68,0.33,0.72,0.13,0.73,0.65,0.0
itext.csv,0.7,0.21,0.72,0.54,0.44,0.0,0.69,0.0,0.21,0.61,0.48,0.77,0.21,0.0,0.24,0.54,0.59,0.0
k3b.csv,0.71,0.6,0.13,0.51,0.65,0.44,0.54,0.5,0.43,0.64,0.21,0.71,0.64,0.05,0.28,0.37,0.35,0.86
megameknet.csv,0.56,0.63,0.69,0.61,0.68,0.35,0.63,0.27,0.52,0.65,0.43,0.65,0.64,0.72,0.28,0.71,0.49,0.92
myfaces.csv,0.63,0.56,0.6,0.69,0.55,0.56,0.58,0.33,0.65,0.49,0.53,0.52,0.62,0.73,0.52,0.6,0.63,0.51
onotoa.csv,0.37,0.32,0.32,0.22,0.34,0.62,0.22,0.17,0.38,0.41,0.47,0.18,0.0,0.26,0.48,0.34,0.11,0.0
paintown.csv,0.73,0.63,0.65,0.24,0.62,0.51,0.0,0.0,0.27,0.57,0.68,0.55,0.43,0.13,0.42,0.21,0.32,0.0
powerfolder.csv,0.49,0.19,0.59,0.52,0.3,0.48,0.35,0.17,0.56,0.55,0.35,0.15,0.98,0.4,0.53,0.54,0.43,0.17
smartgwt.csv,0.66,0.55,0.66,0.43,0.39,0.48,0.13,0.26,0.6,0.56,0.33,0.18,0.96,0.74,0.56,0.49,0.42,0.0
sqlpower-library.csv,0.0,0.33,0.24,0.66,0.51,0.49,0.0,0.74,0.76,0.17,0.54,0.0,0.6,0.35,0.46,0.52,0.62,0.0
triplea.csv,0.56,0.66,0.55,0.5,0.17,0.59,0.38,0.37,0.09,0.47,0.52,0.42,0.21,0.33,0.38,0.3,0.21,0.0
