,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.67,0.71,0.73,0.79,0.68,0.81,0.76,0.74,0.36,0.78,0.74,0.69,0.05,0.67,0.05,0.48,0.42,1.0
dspace-gsoc.csv,0.69,0.59,0.68,0.74,0.64,0.82,0.59,0.74,0.17,0.77,0.78,0.76,0.02,0.14,0.04,0.23,0.25,0.97
fbmanager.csv,0.75,0.75,0.77,0.87,0.88,0.88,0.69,0.91,0.34,0.92,0.75,0.89,0.07,0.53,0.04,0.57,0.83,1.0
fido.csv,0.0,1.0,0.0,0.71,0.71,0.77,0.33,0.78,0.0,0.67,0.0,0.0,0.03,1.0,0.25,0.0,0.1,1.0
freenet.csv,0.38,0.56,0.52,0.78,0.77,0.81,0.49,0.75,0.14,0.64,0.63,0.55,0.04,0.23,0.05,0.27,0.25,0.98
geogebra.csv,0.67,0.76,0.68,0.81,0.7,0.9,0.7,0.96,0.44,0.9,0.7,0.68,0.05,0.79,0.03,0.56,0.43,1.0
google-caja.csv,0.73,0.61,0.69,0.86,0.67,0.82,0.6,0.91,0.14,0.81,0.71,0.85,0.04,0.32,0.04,0.35,0.28,0.98
itext.csv,0.7,0.61,0.63,0.73,0.66,0.82,0.59,0.74,0.13,0.78,0.68,0.81,0.04,0.24,0.04,0.25,0.26,0.98
k3b.csv,0.62,0.64,0.53,0.75,0.71,0.79,0.61,0.75,0.12,0.8,0.65,0.64,0.05,0.23,0.02,0.23,0.22,1.0
megameknet.csv,0.48,0.65,0.6,0.78,0.74,0.82,0.58,0.74,0.14,0.76,0.63,0.59,0.05,0.39,0.02,0.42,0.22,1.0
myfaces.csv,0.65,0.77,0.76,0.79,0.75,0.89,0.65,0.92,0.33,0.79,0.75,0.8,0.05,0.43,0.05,0.63,0.43,1.0
onotoa.csv,0.36,0.64,0.42,0.64,0.62,0.84,0.56,0.79,0.09,0.61,0.59,0.28,0.0,0.15,0.03,0.25,0.15,0.97
paintown.csv,0.77,0.67,0.59,0.73,0.69,0.81,0.45,0.72,0.13,0.77,0.72,0.62,0.05,0.23,0.03,0.23,0.23,0.97
powerfolder.csv,0.75,0.71,0.62,0.74,0.75,0.85,0.73,1.0,0.2,0.83,0.79,0.67,0.31,0.35,0.06,0.22,0.3,1.0
smartgwt.csv,0.65,0.68,0.6,0.78,0.67,0.8,0.21,0.72,0.23,0.75,0.59,0.45,0.21,0.47,0.05,0.19,0.25,0.97
sqlpower-library.csv,0.48,0.58,0.52,0.86,0.67,0.8,0.5,0.85,0.21,0.71,0.65,0.52,0.04,0.14,0.03,0.23,0.25,0.98
triplea.csv,0.5,0.75,0.52,0.75,0.66,0.84,0.53,0.74,0.14,0.71,0.66,0.56,0.04,0.21,0.03,0.22,0.23,0.98
