,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.22,0.21,0.59,0.53,0.65,0.33,0.82
encog-java.csv,0.36,0.14,0.1,0.35,0.37,0.15,0.08
h2database.csv,0.35,0.41,0.19,0.62,0.34,0.22,0.2
haphazard.csv,0.16,0.11,0.59,0.46,0.41,0.5,0.76
jaql.csv,0.32,0.31,0.44,0.62,0.45,0.29,0.49
raven-monitoring.csv,0.22,0.16,0.66,0.45,0.21,0.41,0.58
v8.csv,0.05,0.27,0.5,0.4,0.5,0.25,0.9
