,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.03,0.53,0.22,0.31,0.51,0.62,0.44,0.58,0.89,0.57,0.33,0.82,0.17,0.44,0.4
bscwweasel.csv,0.01,0.0,0.33,0.23,0.22,0.21,0.05,0.63,0.21,0.78,0.22,0.35,0.14,0.19,0.37
capcode.csv,0.03,0.78,0.8,0.76,0.24,0.3,0.46,0.15,0.24,0.42,0.47,0.42,0.21,0.22,0.87
cme.csv,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02
emite.csv,0.59,0.52,0.18,0.24,0.42,0.39,0.28,0.16,0.14,0.16,0.13,0.35,0.28,0.07,0.21
fluent-nhibernate.csv,0.0,0.11,0.13,0.07,0.33,0.1,0.41,0.19,0.44,0.41,0.27,0.22,0.19,0.17,0.15
lamp.csv,0.25,0.24,0.15,0.49,0.98,0.7,0.95,0.29,0.63,0.45,0.97,0.32,0.38,0.7,0.6
mecat.csv,0.01,0.02,0.0,0.06,0.04,0.15,0.0,0.07,0.0,0.04,0.13,0.0,0.05,0.04,0.23
nodal.csv,0.0,0.08,0.11,0.21,0.18,0.17,0.0,0.02,0.22,0.43,0.33,0.05,0.23,0.09,0.25
pydev.csv,0.66,0.26,0.13,0.59,0.33,0.54,0.23,0.67,0.37,0.29,0.47,0.22,0.43,0.61,0.48
retromenu.csv,0.39,0.18,0.27,0.19,0.18,0.41,0.08,0.31,0.11,0.52,0.3,0.1,0.38,0.0,0.13
smbopensoft.csv,0.21,0.98,0.8,0.46,0.76,0.32,0.62,0.34,0.24,0.68,0.5,0.68,0.18,0.15,0.71
stuproa-cims.csv,0.0,0.03,0.26,0.2,0.51,0.15,0.05,0.15,0.6,0.62,0.52,0.22,0.2,0.5,0.42
thout.csv,0.26,0.93,0.21,0.11,0.58,0.83,0.87,0.86,0.97,0.49,0.82,0.88,0.49,0.67,0.4
uface.csv,1.0,1.0,0.88,0.57,0.8,0.72,1.0,0.65,0.56,0.59,0.73,0.52,0.68,0.06,0.9
