,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,2.0,19.0,2.0,6.0,11.0,10.0,2.0,1.0,1.0,4.0,14.0,2.0,12.0,0.0,13.0
bscwweasel.csv,1.0,142.0,2.0,6.0,6.0,1.0,1.0,0.0,0.0,2.0,8.0,3.0,6.0,0.0,2.0
capcode.csv,3.0,12.0,2.0,37.0,7.0,0.0,2.0,3.0,0.0,2.0,27.0,4.0,11.0,0.0,19.0
cme.csv,199.0,142.0,190.0,2.0,65.0,82.0,147.0,0.0,0.0,104.0,0.0,70.0,183.0,161.0,0.0
emite.csv,0.0,24.0,1.0,12.0,14.0,7.0,0.0,2.0,2.0,5.0,5.0,2.0,25.0,0.0,11.0
fluent-nhibernate.csv,0.0,9.0,2.0,3.0,6.0,0.0,2.0,15.0,0.0,4.0,10.0,2.0,2.0,1.0,56.0
lamp.csv,0.0,11.0,2.0,13.0,13.0,15.0,1.0,9.0,0.0,1.0,24.0,2.0,26.0,7.0,9.0
mecat.csv,199.0,1.0,0.0,161.0,2.0,4.0,147.0,0.0,85.0,1.0,0.0,70.0,9.0,161.0,4.0
nodal.csv,0.0,8.0,0.0,4.0,6.0,8.0,0.0,2.0,2.0,1.0,20.0,0.0,8.0,0.0,1.0
pydev.csv,2.0,18.0,1.0,28.0,0.0,13.0,1.0,1.0,0.0,3.0,20.0,2.0,15.0,0.0,12.0
retromenu.csv,1.0,4.0,5.0,8.0,0.0,7.0,0.0,13.0,0.0,12.0,62.0,1.0,11.0,0.0,56.0
smbopensoft.csv,0.0,12.0,10.0,18.0,9.0,11.0,1.0,5.0,6.0,0.0,28.0,1.0,10.0,1.0,20.0
stuproa-cims.csv,199.0,2.0,14.0,0.0,14.0,3.0,2.0,1.0,1.0,0.0,10.0,2.0,11.0,5.0,8.0
thout.csv,2.0,13.0,1.0,5.0,5.0,0.0,2.0,1.0,1.0,1.0,18.0,2.0,9.0,10.0,5.0
uface.csv,1.0,13.0,12.0,11.0,4.0,17.0,2.0,6.0,1.0,11.0,13.0,2.0,29.0,0.0,19.0
