,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.09,0.49,0.43,0.57,0.65,0.52,0.64,0.52,0.38,0.56,0.37,0.52,0.73,0.61,0.75
bscwweasel.csv,0.02,0.0,0.68,0.71,0.52,0.46,0.15,0.58,0.26,0.56,0.37,0.26,0.57,0.61,0.61
capcode.csv,0.02,0.57,0.52,0.58,0.37,0.74,0.41,0.41,0.6,0.63,0.36,0.38,0.72,0.57,0.43
cme.csv,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.05,0.0,0.38,0.0,0.0,0.0,1.0
emite.csv,0.72,0.44,0.46,0.34,0.65,0.28,0.36,0.24,0.26,0.13,0.38,0.65,0.39,0.46,0.44
fluent-nhibernate.csv,0.04,0.25,0.48,0.35,0.74,0.29,0.55,0.24,0.7,0.49,0.68,0.39,0.91,0.36,0.0
lamp.csv,0.28,0.66,0.41,0.58,0.09,0.54,0.21,0.52,0.59,0.64,0.13,0.3,0.77,0.56,0.77
mecat.csv,0.0,0.09,0.09,0.0,0.17,0.2,0.0,0.16,0.0,0.26,0.97,0.0,0.28,0.0,0.79
nodal.csv,0.01,0.17,0.37,0.44,0.17,0.47,0.02,0.06,0.64,0.65,0.37,0.19,0.67,0.36,0.23
pydev.csv,0.57,0.53,0.44,0.64,0.78,0.49,0.3,0.54,0.46,0.69,0.64,0.36,0.75,0.57,0.72
retromenu.csv,0.65,0.48,0.55,0.34,0.77,0.58,0.12,0.21,0.3,0.52,0.0,0.34,0.55,0.16,0.0
smbopensoft.csv,0.8,0.09,0.51,0.55,0.58,0.29,0.63,0.33,0.64,0.43,0.35,0.59,0.4,0.66,0.67
stuproa-cims.csv,0.0,0.25,0.49,0.44,0.72,0.29,0.02,0.59,0.55,0.59,0.62,0.33,0.68,0.74,0.23
thout.csv,0.3,0.26,0.62,0.35,0.65,0.49,0.42,0.42,0.13,0.53,0.43,0.39,0.73,0.62,0.6
uface.csv,0.0,0.0,0.39,0.71,0.56,0.6,0.0,0.57,0.5,0.58,0.65,0.65,0.68,0.93,0.36
