,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.27,0.18,0.05,0.62,0.5,1.0,0.38,0.82,0.56,0.57,0.35,0.23,0.83
bdbbasic.csv,0.4,0.38,0.07,0.72,0.33,0.45,0.59,0.89,1.0,0.76,0.41,0.27,0.85
echongl.csv,0.27,0.07,0.03,0.59,0.31,0.24,0.58,0.7,0.36,1.0,0.29,0.35,0.77
etherboot.csv,0.32,0.09,0.03,0.75,1.0,0.23,0.44,0.65,0.22,0.65,0.28,0.12,0.74
freebios.csv,0.18,0.33,0.03,0.42,0.31,0.29,1.0,0.58,0.21,0.8,0.37,0.2,0.65
gebr.csv,0.29,0.14,0.03,0.59,0.29,0.34,0.44,1.0,0.32,0.73,0.35,0.21,0.82
gnukeda.csv,0.34,0.19,0.05,0.98,0.25,0.38,0.5,0.84,0.38,0.71,0.41,0.22,0.8
google-gears.csv,0.36,0.16,0.06,0.62,0.31,0.29,0.27,0.81,0.35,0.77,0.29,0.22,1.0
jnode.csv,0.25,0.07,1.0,0.5,0.0,0.0,0.75,0.73,0.0,0.67,0.17,0.14,0.67
openmeetings.csv,0.52,0.96,0.04,0.9,0.35,0.47,0.37,0.9,0.8,0.68,0.38,0.27,0.92
pgui.csv,0.45,0.37,0.0,0.72,0.19,0.36,0.73,0.67,0.78,0.58,1.0,0.25,0.78
tradelink.csv,0.41,0.67,0.0,0.75,0.29,0.3,0.6,0.92,0.5,0.77,0.34,1.0,0.78
wxcrp.csv,1.0,0.15,0.04,1.0,0.22,0.56,0.75,0.81,0.67,0.87,0.45,0.36,0.81
