,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv
benojt.csv,0.97,1.0,1.0,0.0,0.98,1.0,1.0
chrysalis.csv,0.7,0.61,0.73,0.64,0.9,0.74,0.04
jahshaka.csv,0.74,0.18,0.73,0.72,0.44,0.85,0.59
jam-daq.csv,0.64,0.74,0.8,0.5,0.49,0.0,0.64
jatlas.csv,0.93,0.93,0.77,0.97,0.0,0.96,0.96
jedit.csv,0.03,0.52,0.71,0.36,0.67,0.56,0.58
open-media-library.csv,0.74,0.66,0.03,0.76,0.41,0.5,0.85
