,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.4,0.14,0.2,0.17,0.16,0.39
nsis.csv,0.77,0.0,0.6,0.85,0.47,0.65
papertoolkit.csv,0.22,0.14,0.43,0.15,0.16,0.43
plearn.csv,0.39,0.71,0.74,0.55,0.37,0.59
qdvdauthor.csv,0.7,0.43,0.75,0.18,0.53,0.68
tango-cs.csv,0.31,1.0,0.75,0.87,0.79,0.33
