,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.48,0.86,0.83,0.91,0.86,0.49
nsis.csv,0.54,0.59,0.65,0.4,0.58,0.45
papertoolkit.csv,0.54,0.65,0.5,0.92,0.42,0.42
plearn.csv,0.52,0.62,0.51,0.59,0.5,0.52
qdvdauthor.csv,0.47,0.58,0.52,0.92,0.42,0.48
tango-cs.csv,0.52,0.53,0.43,0.37,0.35,0.45
