,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.61,0.86,0.26,0.69,0.91,0.61
nsis.csv,0.89,0.31,1.13,0.91,0.62,0.78
papertoolkit.csv,0.58,0.79,0.79,0.15,0.5,0.71
plearn.csv,0.49,1.01,0.97,0.86,0.68,0.73
qdvdauthor.csv,0.74,0.51,1.03,0.69,0.58,0.74
tango-cs.csv,0.58,1.04,0.75,0.93,0.81,0.57
