,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.95,0.36,0.46,0.52,0.95,0.35,0.67
glelite.csv,0.97,1.0,0.94,0.98,0.92,0.97,0.04
moving-pictures.csv,0.59,0.6,0.82,0.46,0.97,0.74,0.69
plearn.csv,0.5,0.9,0.94,0.9,0.74,0.95,0.79
re2c.csv,0.7,0.02,0.83,0.69,0.71,0.55,0.68
rebecca-aiml.csv,0.61,0.52,0.71,0.76,0.54,0.19,0.49
xfce.csv,0.51,0.98,0.78,0.75,0.52,0.93,0.72
