,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.03,0.14,0.35,0.23,0.08,0.27,0.0
glelite.csv,0.97,1.0,0.94,0.97,0.91,0.95,0.0
moving-pictures.csv,0.27,0.33,0.25,0.29,0.01,0.01,0.0
plearn.csv,0.32,0.61,0.23,0.55,0.13,0.89,0.67
re2c.csv,0.23,0.02,0.25,0.61,0.27,0.5,0.0
rebecca-aiml.csv,0.29,0.49,0.67,0.74,0.27,0.16,0.0
xfce.csv,0.28,0.84,0.52,0.68,0.42,0.91,0.67
