,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.05,0.67,0.7,0.54,0.05,0.78,0.33
glelite.csv,0.98,1.0,1.0,0.86,0.89,0.85,0.96
moving-pictures.csv,0.47,0.5,0.22,0.64,0.03,0.26,0.31
plearn.csv,0.61,0.33,0.09,0.29,0.28,0.67,0.58
re2c.csv,0.34,1.0,0.2,0.68,0.34,0.76,0.32
rebecca-aiml.csv,0.46,0.83,0.76,0.86,0.53,0.89,0.51
xfce.csv,0.58,0.5,0.43,0.68,0.69,0.8,0.74
