,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.37,0.48,0.39,0.45,0.51,0.51,0.42,0.41,0.48,0.41,0.3,0.46,0.44,0.37,0.32,0.38
calcubetimer.csv,0.31,0.39,0.43,0.41,0.37,0.57,0.5,0.39,0.4,0.43,0.3,0.37,0.35,0.37,0.31,0.4
chaosrts.csv,0.32,0.44,0.39,0.41,0.37,0.41,0.42,0.37,0.44,0.43,0.39,0.48,0.41,0.37,0.3,0.4
dxengine.csv,0.67,0.67,0.83,0.56,0.71,0.57,0.95,0.63,0.97,0.71,0.56,0.71,0.75,0.86,0.82,0.46
freedom-erp.csv,0.67,0.0,0.0,0.0,0.74,0.0,0.0,0.86,0.0,0.82,0.4,0.0,0.5,0.0,0.0,0.95
joustsim.csv,0.44,0.54,0.55,0.44,0.68,0.83,0.61,0.62,0.5,0.8,0.97,0.82,0.44,0.54,0.44,0.66
jsidplay2.csv,0.46,0.57,0.67,0.5,0.4,0.52,0.57,0.43,0.63,0.51,0.32,0.52,0.43,0.5,0.36,0.45
madman.csv,0.94,0.0,0.88,0.8,0.0,0.93,0.75,0.8,0.92,0.67,0.5,0.8,0.86,0.67,0.8,0.92
mclient-mume.csv,0.49,0.42,0.52,0.46,0.9,0.6,0.59,0.89,0.49,0.64,0.86,0.61,0.56,0.94,0.46,0.72
primefaces.csv,0.57,0.59,0.39,0.43,0.81,0.7,0.53,0.64,0.48,0.74,0.89,0.77,0.49,0.48,0.42,0.65
reaper3d.csv,0.95,0.0,0.0,0.0,0.69,0.68,0.66,0.8,0.0,0.94,0.81,0.94,0.0,0.86,0.95,0.93
sblim.csv,0.88,0.0,0.83,0.67,0.5,0.86,0.97,0.9,0.96,0.67,0.5,0.0,0.5,0.0,0.86,0.88
sevenupdate.csv,0.57,0.47,0.42,0.44,0.4,0.43,0.48,0.37,0.44,0.54,0.34,0.57,0.4,0.37,0.48,0.9
springside.csv,0.44,0.67,0.42,0.38,0.39,0.71,0.58,0.44,0.43,0.48,0.35,0.53,0.38,0.42,0.33,0.46
swtfox.csv,0.96,0.72,0.9,0.8,0.96,0.62,0.56,0.74,0.87,0.9,0.96,0.97,0.86,0.73,0.78,0.74
tmva.csv,0.33,0.44,0.57,0.48,0.57,0.5,0.49,0.47,0.53,0.43,0.31,0.48,0.4,0.4,0.34,0.38
