,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.0,0.84,1.0,0.9,0.9,0.92,0.52,0.84,0.84,1.07,0.99,0.93,0.67,0.99,0.9,1.0
calcubetimer.csv,0.95,0.7,0.5,0.62,0.66,1.01,0.49,0.84,0.63,0.0,0.87,0.58,0.65,0.61,0.67,0.82
chaosrts.csv,0.92,0.84,1.0,1.0,0.7,0.78,0.43,0.98,1.0,1.03,0.74,1.0,0.98,0.99,0.82,0.02
dxengine.csv,0.74,0.63,0.83,0.07,0.76,0.41,0.91,0.61,0.88,0.76,0.63,0.66,0.53,0.65,0.87,0.75
freedom-erp.csv,1.0,0.98,1.0,1.0,0.7,1.0,1.0,0.98,1.0,0.8,0.04,1.0,1.0,1.0,1.0,0.9
joustsim.csv,0.51,0.74,0.45,0.59,0.74,0.83,0.87,0.63,0.85,0.82,0.9,0.0,0.57,0.74,0.72,0.78
jsidplay2.csv,0.66,0.93,0.85,0.72,0.05,0.81,0.59,0.88,0.42,0.55,0.87,0.84,0.95,0.57,0.82,0.85
madman.csv,0.89,0.98,0.8,0.93,0.98,0.73,0.98,0.95,0.94,0.95,1.0,0.82,0.12,1.0,0.96,0.92
mclient-mume.csv,0.61,0.73,0.03,0.68,0.87,0.64,0.69,0.79,0.7,0.75,0.98,0.59,0.46,1.01,0.79,0.79
primefaces.csv,0.79,1.09,0.89,0.92,0.87,0.91,0.53,0.59,0.99,0.86,1.01,0.9,0.79,0.8,0.0,0.58
reaper3d.csv,0.85,1.0,1.0,1.0,0.8,0.62,0.89,0.93,0.99,0.9,0.86,1.07,1.0,0.12,0.86,0.99
sblim.csv,0.95,0.98,0.98,1.0,0.97,0.09,1.06,0.88,0.85,0.95,1.0,1.0,0.88,1.0,0.94,0.94
sevenupdate.csv,0.77,0.0,0.72,0.83,1.0,0.98,0.98,0.98,1.0,0.77,0.94,0.43,0.79,0.97,0.77,0.85
springside.csv,0.55,0.57,0.43,0.54,0.51,0.76,0.04,0.64,0.73,0.72,0.62,0.7,0.62,0.71,0.84,0.83
swtfox.csv,0.78,0.69,0.85,0.78,1.04,0.57,0.94,0.05,0.81,0.99,1.02,1.04,1.01,0.88,0.68,0.68
tmva.csv,0.9,0.71,0.89,0.85,0.52,0.97,0.57,0.87,0.04,0.76,0.99,0.95,0.65,0.73,0.78,0.95
