,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,0.88,0.81,0.74,0.7,0.78,0.92,0.68,0.86,0.63,0.68,0.66,0.06,0.97,0.56,0.79
firebird.csv,0.64,0.5,0.75,0.04,0.67,0.66,0.61,0.45,0.7,0.75,0.7,0.67,1.05,0.75,0.48
flylegacy.csv,0.68,0.66,0.05,0.74,0.64,0.64,0.7,0.42,0.73,0.86,0.57,0.85,0.96,0.68,0.55
gzigzag.csv,0.8,0.79,0.72,0.85,0.81,0.49,0.17,0.77,0.52,0.68,0.62,0.75,0.78,0.6,0.75
hydrogen.csv,0.67,0.57,0.57,0.69,0.85,0.84,0.71,0.64,0.12,0.76,0.77,0.88,0.88,0.72,0.4
mcore3d.csv,0.56,0.55,0.82,0.66,0.02,0.54,0.76,0.71,0.38,0.75,0.64,0.79,0.53,0.8,0.6
nabu-library.csv,0.88,0.78,0.75,0.68,0.74,0.76,0.65,0.85,0.8,0.61,0.73,0.9,0.01,0.99,0.76
ogrehg.csv,0.59,0.41,0.71,0.82,0.6,0.55,0.71,0.47,0.67,0.47,0.08,0.69,0.88,0.55,0.91
qgo.csv,0.6,0.0,0.71,0.6,0.69,0.84,0.65,0.54,0.88,0.72,0.74,0.55,0.83,0.75,0.61
qtractor.csv,0.7,0.45,0.61,0.62,0.55,0.48,0.61,0.41,0.36,0.0,0.6,0.65,0.95,0.53,0.36
rhex.csv,0.08,0.46,0.63,0.68,0.84,0.64,0.73,0.63,0.81,0.81,0.7,0.92,0.8,0.72,0.64
rocrail.csv,0.67,0.78,0.72,0.69,0.82,0.81,0.71,0.7,0.45,0.68,0.78,1.0,0.9,0.81,0.05
webdriver.csv,0.79,0.63,0.69,0.78,0.6,0.54,0.56,0.02,0.69,0.71,0.62,0.81,1.05,0.64,0.52
xined.csv,0.92,0.89,0.8,0.76,0.87,0.82,0.75,0.8,0.66,0.71,0.7,0.74,0.92,0.2,0.86
yield.csv,0.65,0.5,0.82,0.69,0.53,0.05,0.74,0.73,0.5,0.61,0.67,0.8,0.6,0.7,0.69
