,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,0.3,0.14,0.64,0.23,0.19,0.0,0.48,0.19,0.38,0.21,0.42,0.0,0.0,0.26,0.15
firebird.csv,0.27,0.37,0.55,0.03,0.6,0.4,0.51,0.41,0.55,0.58,0.46,0.37,0.85,0.72,0.31
flylegacy.csv,0.63,0.29,0.05,0.71,0.56,0.63,0.65,0.26,0.73,0.67,0.32,0.26,0.75,0.67,0.45
gzigzag.csv,0.27,0.17,0.27,0.16,0.11,0.21,0.0,0.15,0.15,0.42,0.19,0.21,0.09,0.33,0.31
hydrogen.csv,0.09,0.03,0.32,0.47,0.09,0.32,0.27,0.13,0.0,0.25,0.12,0.16,0.12,0.16,0.18
mcore3d.csv,0.44,0.46,0.77,0.5,0.02,0.49,0.7,0.67,0.28,0.58,0.44,0.68,0.23,0.74,0.39
nabu-library.csv,0.73,0.74,0.68,0.62,0.7,0.72,0.62,0.78,0.8,0.54,0.68,0.89,0.01,0.91,0.72
ogrehg.csv,0.53,0.29,0.64,0.72,0.4,0.49,0.67,0.31,0.37,0.42,0.04,0.32,0.73,0.51,0.72
qgo.csv,0.33,0.0,0.55,0.42,0.18,0.0,0.34,0.24,0.07,0.08,0.26,0.32,0.06,0.44,0.15
qtractor.csv,0.21,0.2,0.45,0.23,0.37,0.21,0.27,0.3,0.31,0.0,0.48,0.21,0.66,0.49,0.24
rhex.csv,0.0,0.29,0.23,0.48,0.12,0.21,0.44,0.11,0.06,0.5,0.06,0.0,0.03,0.16,0.09
rocrail.csv,0.1,0.14,0.05,0.16,0.09,0.03,0.16,0.15,0.12,0.08,0.11,0.05,0.12,0.12,0.01
webdriver.csv,0.26,0.46,0.18,0.54,0.42,0.47,0.33,0.0,0.64,0.29,0.49,0.32,0.72,0.63,0.26
xined.csv,0.09,0.86,0.09,0.15,0.12,0.12,0.62,0.72,0.2,0.21,0.15,0.37,0.85,0.02,0.0
yield.csv,0.63,0.49,0.82,0.65,0.46,0.01,0.72,0.72,0.39,0.54,0.6,0.79,0.44,0.7,0.69
