,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.64,0.18,0.43,0.56,0.62,0.45,0.51,0.62,0.54,0.08,0.99,0.3,0.64,0.41
awemud.csv,1.0,0.23,0.33,0.61,0.65,0.57,0.61,0.57,0.58,0.18,0.53,0.34,0.59,0.51
buddata-ebxml-registry.csv,0.84,0.4,0.45,0.66,0.76,0.57,0.56,0.58,0.67,0.17,0.68,0.34,1.0,0.35
cornerstone.csv,0.55,0.38,0.33,0.55,0.49,0.55,0.56,0.49,0.96,0.23,0.56,0.37,0.51,0.51
firebreath.csv,0.81,0.39,0.07,0.55,0.65,0.48,0.96,0.41,0.55,0.19,0.51,0.3,0.59,0.42
lsb.csv,0.65,0.99,0.4,0.55,0.65,0.55,0.44,0.47,0.63,0.19,0.42,0.33,0.76,0.46
maya-work-in-progress.csv,0.73,0.39,0.62,0.61,0.71,0.45,0.48,0.98,0.58,0.18,0.57,0.32,0.77,0.45
mia.csv,0.14,0.14,0.0,0.38,0.11,0.11,0.15,0.26,0.63,0.94,0.0,0.39,0.63,0.25
open-beos.csv,0.64,0.15,0.54,0.58,0.62,0.97,0.39,0.56,0.62,0.25,0.51,0.37,0.79,0.49
qgis.csv,0.74,0.47,0.5,0.99,0.74,0.57,0.53,0.72,0.58,0.18,0.5,0.37,0.6,0.42
rocrail.csv,0.36,0.04,0.0,0.34,0.32,0.23,0.21,0.06,0.21,0.15,0.18,0.09,0.11,1.0
rtb-team.csv,0.57,0.55,0.97,0.39,0.51,0.39,0.39,0.47,0.39,0.19,0.44,0.34,0.6,0.47
tradelink.csv,0.6,0.15,0.22,0.5,0.53,0.27,0.27,0.26,0.18,0.32,0.38,0.97,0.14,0.55
upp-mirror.csv,0.41,0.7,0.19,0.45,0.99,0.49,0.38,0.38,0.31,0.34,0.54,0.33,0.28,0.54
