,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,95.5,97.5,45.5,87.5,268.5,48.5,0.0,189.0,98.5,99.0,0.0,99.0,0.0,98.5,0.0
arianne.csv,97.5,97.5,482.5,463.5,453.5,1286.0,97.5,198.0,98.5,99.0,588.5,198.0,98.5,88.5,285.5
auber.csv,99.0,97.5,482.5,463.5,451.5,818.5,97.5,157.0,98.5,99.0,391.5,198.0,98.5,98.5,285.5
bl-toolkit.csv,98.5,97.5,287.5,279.5,458.5,2552.0,97.5,198.0,98.5,99.0,588.5,198.0,98.5,98.5,285.5
growl-for-windows.csv,0.0,97.5,78.5,372.0,175.5,0.0,95.5,92.5,98.5,92.5,1039.0,0.0,98.5,98.5,177.0
keyczar.csv,93.5,71.5,26.5,185.0,183.0,2229.5,1135.0,196.5,229.0,771.0,1595.0,92.5,166.0,98.5,285.5
kml.csv,99.0,97.5,191.0,371.0,460.5,1609.5,97.5,99.0,98.5,99.0,588.5,198.0,98.5,98.5,536.0
knowledge.csv,99.0,97.5,482.5,463.5,454.5,2552.0,97.5,88.5,98.5,99.0,490.0,198.0,98.5,98.5,190.0
les-indemodables.csv,99.0,97.5,482.5,463.5,458.5,1319.5,97.5,269.5,98.5,195.0,747.0,198.0,98.5,98.5,285.5
lportal.csv,77.5,90.5,69.5,0.0,0.0,8.5,91.5,0.0,91.5,92.5,7.5,2437.0,98.5,0.0,0.0
lufa-lib.csv,97.5,97.5,192.0,371.0,363.0,1544.5,97.5,492.5,98.5,99.0,1029.0,198.0,98.5,98.5,182.0
micomt.csv,98.5,97.5,94.5,686.0,363.0,186.5,95.5,99.0,98.5,99.0,855.0,99.0,98.5,93.5,92.5
sigil.csv,97.5,97.5,284.5,529.0,453.5,613.0,95.5,191.0,98.5,99.0,381.5,198.0,98.5,93.5,86.5
ultimairis.csv,99.0,97.5,387.0,279.5,352.0,536.5,97.5,295.0,48.5,99.0,588.5,198.0,0.0,62.5,268.5
voms.csv,99.0,97.5,482.5,279.5,192.5,120.0,97.5,94.5,97.5,99.0,282.0,198.0,98.5,0.0,250.5
