,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.04,0.28,0.22,0.06,0.29,0.2,0.26,0.59,0.16,0.47,0.18,0.38,0.2,0.57,0.0,0.35,0.41
enzo.csv,0.39,0.53,0.76,0.77,0.86,0.47,0.78,0.67,0.12,0.84,0.91,0.71,0.67,0.95,0.91,0.86,0.59
hydrogen.csv,0.0,0.11,0.15,0.0,0.06,0.01,0.1,0.3,0.04,0.19,0.15,0.12,0.07,0.15,0.24,0.21,0.23
keyczar.csv,0.58,0.58,0.54,0.66,0.65,0.49,0.51,0.44,0.16,0.28,0.24,0.54,0.07,0.38,0.3,0.55,0.5
lphant.csv,0.96,0.6,0.25,0.17,0.33,0.65,0.46,0.82,0.6,0.42,0.0,0.66,0.27,0.43,0.48,0.6,0.66
lsb.csv,0.01,0.47,0.63,0.36,0.73,0.7,0.69,0.68,0.28,0.65,0.67,0.57,0.33,0.79,0.59,0.52,0.52
maya-work-in-progress.csv,0.7,0.6,0.71,0.0,0.62,0.58,0.56,0.81,0.8,0.7,0.61,0.56,0.33,0.89,0.7,0.76,0.62
mcore3d.csv,0.36,0.0,0.47,0.81,0.28,0.34,0.4,0.27,0.12,0.74,0.79,0.75,0.67,0.85,0.7,0.44,0.33
mscore.csv,0.52,0.6,0.29,0.09,0.0,0.45,0.49,0.82,0.72,0.72,0.33,0.66,0.27,0.52,0.39,0.55,0.45
natpad.csv,0.95,0.61,0.38,0.06,0.28,0.58,0.62,0.8,0.88,0.6,0.39,0.41,0.2,0.64,0.5,0.46,0.0
rocrail.csv,0.0,0.07,0.03,0.0,0.04,0.07,0.05,0.21,0.0,0.12,0.0,0.09,0.07,0.03,0.04,0.0,0.08
salasaga.csv,0.88,0.88,0.97,1.0,0.99,0.95,0.86,0.87,0.88,0.72,0.85,0.0,1.0,1.0,0.93,0.95,0.86
virtuoso.csv,1.0,0.96,0.96,1.0,0.94,0.74,0.96,0.01,1.0,0.35,1.0,1.0,0.53,0.93,0.94,0.98,1.0
xemeiah.csv,0.59,0.28,0.13,0.02,0.08,0.19,0.0,0.5,0.6,0.33,0.21,0.24,0.13,0.38,0.2,0.39,0.33
xined.csv,0.96,0.44,0.5,0.3,0.19,0.19,0.46,0.11,0.04,0.0,0.33,0.52,0.0,0.3,0.33,0.19,0.19
xtreemfs.csv,0.44,0.51,0.46,0.26,0.36,0.53,0.58,0.39,0.12,0.67,0.82,0.28,0.33,0.0,0.48,0.46,0.27
yield.csv,0.48,0.58,0.0,0.49,0.65,0.6,0.58,0.72,0.32,0.88,0.7,0.71,0.8,0.84,0.63,0.79,0.72
