,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.67,0.54,0.66,0.54,0.68,0.43,0.59,0.39,0.73,0.29,0.67,0.39,0.56,0.54,1.0,0.55,0.62
enzo.csv,0.53,0.76,0.63,0.57,0.74,0.36,0.56,0.39,0.98,0.23,0.58,0.3,0.88,0.85,0.61,0.39,0.58
hydrogen.csv,0.68,0.21,0.28,0.17,0.46,0.97,0.4,0.43,0.4,0.29,0.31,0.35,0.19,0.3,0.39,0.61,0.62
keyczar.csv,0.35,0.5,0.44,0.55,0.62,0.22,0.29,0.28,0.75,0.24,0.29,0.29,0.99,0.66,0.55,0.26,0.35
lphant.csv,0.23,0.58,0.69,0.57,0.64,0.24,0.64,0.39,0.62,0.35,1.0,0.3,0.56,0.69,0.63,0.44,0.63
lsb.csv,0.84,0.69,0.65,0.68,0.72,0.28,0.65,0.4,0.82,0.35,0.62,0.35,0.68,0.64,0.73,0.51,0.59
maya-work-in-progress.csv,0.36,0.78,0.69,1.0,0.76,0.32,0.7,0.36,0.82,0.33,0.62,0.37,0.69,0.92,0.63,0.42,0.61
mcore3d.csv,0.1,1.0,0.7,0.53,0.69,0.33,0.53,0.28,0.53,0.35,0.59,0.31,0.67,0.87,0.66,0.42,0.65
mscore.csv,0.28,0.72,0.71,0.62,1.0,0.35,0.69,0.41,0.59,0.36,0.6,0.34,0.59,0.87,0.59,0.47,0.64
natpad.csv,0.37,0.61,0.6,0.6,0.61,0.3,0.66,0.36,0.77,0.4,0.37,0.34,0.52,0.88,0.42,0.45,1.0
rocrail.csv,0.04,0.24,0.29,0.17,0.37,0.52,0.46,0.4,0.31,0.33,0.31,0.35,0.19,0.26,0.39,1.0,0.57
salasaga.csv,0.43,0.72,0.57,0.58,0.73,0.22,0.55,0.4,0.82,0.33,0.51,1.0,0.86,0.81,0.59,0.34,0.5
virtuoso.csv,0.4,0.81,0.63,0.58,0.74,0.3,0.64,0.98,0.89,0.48,0.57,0.26,0.4,0.91,0.6,0.36,0.57
xemeiah.csv,0.43,0.59,0.68,0.39,0.53,0.44,1.0,0.42,0.59,0.4,0.59,0.4,0.33,0.82,0.66,0.53,0.64
xined.csv,0.38,0.46,0.5,0.2,0.38,0.41,0.51,0.27,0.18,1.0,0.35,0.24,0.0,0.83,0.43,0.36,0.49
xtreemfs.csv,0.11,0.72,0.68,0.62,0.69,0.36,0.63,0.41,0.52,0.34,0.54,0.33,0.39,1.0,0.63,0.41,0.62
yield.csv,0.33,0.76,1.0,0.67,0.77,0.27,0.67,0.41,0.85,0.34,0.59,0.33,0.83,0.88,0.68,0.4,0.6
