,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.61,0.46,0.63,0.46,0.64,0.65,0.57,0.62,0.64,0.51,0.67,0.72,0.46,0.41,1.0,0.81,0.69
enzo.csv,0.74,0.68,0.56,0.55,0.44,0.78,0.51,0.62,0.97,0.39,0.33,0.63,0.69,0.2,0.32,0.45,0.65
hydrogen.csv,0.57,0.15,0.22,0.11,0.36,1.0,0.32,0.57,0.29,0.34,0.27,0.41,0.12,0.21,0.36,0.77,0.63
keyczar.csv,0.54,0.42,0.44,0.6,0.55,0.5,0.3,0.42,0.66,0.34,0.27,0.62,0.99,0.55,0.55,0.45,0.39
lphant.csv,0.15,0.49,0.68,0.54,0.6,0.58,0.68,0.5,0.49,0.6,1.0,0.64,0.46,0.57,0.68,0.73,0.68
lsb.csv,0.8,0.61,0.65,0.75,0.59,0.63,0.64,0.62,0.74,0.64,0.67,0.73,0.58,0.41,0.78,0.82,0.67
maya-work-in-progress.csv,0.55,0.68,0.64,1.0,0.69,0.72,0.74,0.49,0.51,0.6,0.69,0.76,0.6,0.38,0.63,0.61,0.68
mcore3d.csv,0.13,1.0,0.73,0.48,0.64,0.63,0.53,0.35,0.42,0.6,0.55,0.61,0.52,0.45,0.65,0.65,0.71
mscore.csv,0.43,0.62,0.73,0.55,1.0,0.74,0.73,0.52,0.43,0.62,0.65,0.7,0.5,0.74,0.61,0.76,0.73
natpad.csv,0.2,0.52,0.6,0.52,0.56,0.68,0.68,0.5,0.37,0.72,0.39,0.66,0.42,0.69,0.44,0.71,1.0
rocrail.csv,0.02,0.17,0.2,0.11,0.27,0.55,0.36,0.47,0.23,0.35,0.22,0.37,0.12,0.18,0.29,1.0,0.49
salasaga.csv,0.41,0.38,0.13,0.0,0.05,0.2,0.4,0.42,0.38,0.58,0.42,1.0,0.0,0.0,0.27,0.2,0.41
virtuoso.csv,0.0,0.17,0.17,0.0,0.24,0.64,0.17,0.98,0.0,0.76,0.0,0.0,0.31,0.27,0.24,0.09,0.0
xemeiah.csv,0.66,0.51,0.63,0.29,0.43,0.65,1.0,0.65,0.46,0.61,0.59,0.6,0.25,0.71,0.64,0.79,0.69
xined.csv,0.17,0.39,0.51,0.19,0.3,0.6,0.52,0.25,0.12,1.0,0.36,0.53,0.0,0.74,0.43,0.4,0.46
xtreemfs.csv,0.15,0.64,0.7,0.64,0.66,0.78,0.65,0.6,0.41,0.62,0.48,0.53,0.31,0.99,0.68,0.65,0.65
yield.csv,0.5,0.67,1.0,0.77,0.68,0.64,0.7,0.62,0.77,0.41,0.63,0.67,0.53,0.47,0.7,0.56,0.62
