,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.83,0.76,0.72,0.81,0.76,0.33,0.64,0.27,0.94,0.2,0.7,0.26,0.87,0.79,1.0,0.4,0.54
enzo.csv,0.4,0.76,0.5,0.43,0.62,0.23,0.45,0.26,0.97,0.14,0.41,0.18,0.82,0.83,0.46,0.24,0.46
hydrogen.csv,1.0,0.71,0.55,1.0,0.89,0.94,0.7,0.35,0.96,0.27,0.5,0.34,0.83,0.87,0.52,0.5,0.63
keyczar.csv,0.25,0.61,0.43,0.44,0.6,0.14,0.31,0.22,0.94,0.2,0.38,0.18,0.98,0.88,0.59,0.19,0.33
lphant.csv,0.15,0.65,0.71,0.67,0.72,0.14,0.57,0.25,0.78,0.25,1.0,0.18,0.83,0.88,0.55,0.29,0.48
lsb.csv,0.94,0.74,0.54,0.6,0.63,0.17,0.52,0.26,0.92,0.22,0.48,0.22,0.84,0.78,0.58,0.34,0.49
maya-work-in-progress.csv,0.24,0.74,0.55,1.0,0.67,0.19,0.58,0.23,0.81,0.21,0.49,0.23,0.85,0.86,0.5,0.27,0.47
mcore3d.csv,0.09,1.0,0.61,0.4,0.76,0.23,0.53,0.25,0.93,0.22,0.43,0.19,0.74,0.85,0.51,0.3,0.6
mscore.csv,0.21,0.72,0.7,0.8,1.0,0.22,0.59,0.26,0.74,0.22,0.56,0.21,0.85,0.9,0.56,0.31,0.54
natpad.csv,0.24,0.66,0.59,0.83,0.73,0.18,0.54,0.23,0.78,0.26,0.38,0.23,0.86,0.88,0.41,0.31,1.0
rocrail.csv,1.0,0.81,0.85,1.0,0.91,0.53,0.84,0.38,1.0,0.38,1.0,0.39,0.83,0.96,0.85,1.0,0.79
salasaga.csv,0.27,0.66,0.44,0.41,0.59,0.13,0.43,0.25,0.8,0.21,0.38,1.0,0.76,0.81,0.44,0.21,0.38
virtuoso.csv,0.25,0.68,0.48,0.41,0.6,0.18,0.47,0.98,0.8,0.35,0.4,0.15,0.64,0.85,0.45,0.22,0.4
xemeiah.csv,0.3,0.78,0.8,0.89,0.87,0.34,1.0,0.3,0.77,0.3,0.63,0.3,0.83,0.91,0.71,0.38,0.59
xined.csv,0.24,0.63,0.48,0.26,0.67,0.32,0.49,0.38,0.91,1.0,0.39,0.15,0.0,0.93,0.49,0.35,0.6
xtreemfs.csv,0.09,0.75,0.61,0.62,0.73,0.22,0.53,0.32,0.92,0.22,0.4,0.24,0.72,1.0,0.55,0.29,0.61
yield.csv,0.25,0.74,1.0,0.55,0.67,0.17,0.55,0.27,0.91,0.21,0.45,0.2,0.78,0.85,0.54,0.25,0.45
