,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.53,0.43,0.42,0.56,0.4,0.47,0.41,0.33,0.37,0.36,0.4,0.38,0.39,0.47,0.45,0.32,0.33
enzo.csv,0.56,0.37,0.41,0.49,0.41,0.46,0.39,0.34,0.4,0.38,0.35,0.47,0.43,0.33,0.38,0.4,0.37
hydrogen.csv,0.61,0.95,0.82,0.67,0.59,0.76,0.74,0.4,0.78,0.64,0.9,0.59,0.83,0.74,0.7,0.38,0.37
keyczar.csv,0.66,0.56,0.6,0.47,0.47,0.63,0.55,0.65,0.47,0.87,0.92,0.58,0.45,0.54,0.54,0.48,0.73
lphant.csv,0.64,0.56,0.51,0.58,0.44,0.67,0.51,0.4,0.51,0.46,0.5,0.55,0.38,0.45,0.45,0.38,0.46
lsb.csv,0.56,0.39,0.47,0.45,0.39,0.57,0.46,0.32,0.35,0.33,0.36,0.43,0.44,0.41,0.34,0.34,0.35
maya-work-in-progress.csv,0.57,0.36,0.42,0.5,0.35,0.47,0.42,0.36,0.4,0.34,0.33,0.42,0.36,0.3,0.33,0.36,0.36
mcore3d.csv,0.98,0.46,0.45,0.52,0.4,0.48,0.48,0.73,0.54,0.41,0.35,0.48,0.64,0.32,0.32,0.4,0.37
mscore.csv,0.74,0.39,0.45,0.55,0.46,0.47,0.46,0.36,0.53,0.35,0.52,0.48,0.42,0.35,0.46,0.39,0.37
natpad.csv,0.56,0.53,0.55,0.67,0.47,0.58,0.51,0.4,0.47,0.34,0.57,0.46,0.48,0.35,0.57,0.44,0.56
rocrail.csv,0.0,0.95,0.92,0.67,0.75,0.6,0.64,0.52,0.79,0.75,0.75,0.74,0.83,0.92,0.92,0.68,0.54
salasaga.csv,0.57,0.48,0.48,0.46,0.42,0.54,0.53,0.42,0.48,0.49,0.42,0.86,0.43,0.36,0.42,0.45,0.52
virtuoso.csv,0.55,0.41,0.46,0.46,0.41,0.53,0.44,0.76,0.43,0.52,0.35,0.53,0.86,0.3,0.4,0.43,0.43
xemeiah.csv,0.57,0.44,0.52,0.89,0.54,0.66,0.58,0.36,0.53,0.45,0.47,0.42,0.58,0.41,0.45,0.34,0.35
xined.csv,0.58,0.78,0.67,0.95,0.92,0.71,0.72,0.96,0.91,0.9,0.72,0.73,0.0,0.43,0.74,0.91,0.63
xtreemfs.csv,0.88,0.42,0.44,0.56,0.42,0.5,0.47,0.51,0.55,0.38,0.33,0.47,0.56,0.34,0.41,0.44,0.39
yield.csv,0.7,0.4,0.52,0.45,0.38,0.5,0.42,0.33,0.34,0.38,0.36,0.46,0.45,0.32,0.31,0.42,0.38
