,recall,precision,pf,wins
autowikibrowser.csv,0.6,0.72,0.26,14
enzo.csv,0.87,0.45,0.76,3
hydrogen.csv,0.3,0.7,0.12,13
keyczar.csv,0.5,0.38,0.5,1
lphant.csv,0.67,0.57,0.48,8
lsb.csv,0.81,0.54,0.59,7
maya-work-in-progress.csv,0.86,0.5,0.62,5
mcore3d.csv,0.72,0.51,0.44,9
mscore.csv,0.79,0.56,0.49,12
natpad.csv,0.75,0.54,0.5,10
rocrail.csv,0.23,0.85,0.04,16
salasaga.csv,0.88,0.43,0.88,0
virtuoso.csv,0.99,0.45,0.96,2
xemeiah.csv,0.6,0.71,0.24,15
xined.csv,0.39,0.48,0.3,4
xtreemfs.csv,0.68,0.55,0.44,11
yield.csv,0.88,0.54,0.65,6
