,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.0,0.47,0.29,0.33,0.3,0.4,0.33,0.89,0.33,0.73,0.45,0.38,0.3,0.44
carabiner.csv,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elvishrayrenderer.csv,0.0,0.83,0.31,0.35,0.32,0.4,0.64,0.0,0.28,0.0,0.44,0.49,0.38,0.45
fleet-simulator.csv,0.0,0.0,0.45,0.45,0.38,0.4,0.0,0.0,0.3,0.0,0.41,0.0,0.8,0.67
gmerlin.csv,0.0,0.47,0.3,0.34,0.41,0.4,0.34,0.67,0.42,0.79,0.45,0.38,0.37,0.41
gnome-jabber.csv,0.4,0.42,0.29,0.34,0.31,0.62,0.52,0.37,0.45,0.37,0.51,0.41,0.37,0.41
ipfilter.csv,0.43,0.64,0.34,0.38,0.37,0.47,0.52,0.47,0.39,0.43,0.45,0.48,0.37,0.55
irplus.csv,0.0,0.67,0.42,0.65,0.5,0.53,0.0,0.0,0.67,0.0,0.46,0.0,0.86,0.5
mevenide.csv,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0
moving-pictures.csv,0.4,0.42,0.52,0.35,0.4,0.83,0.52,0.37,0.66,0.37,0.89,0.41,0.39,0.36
opensim4opencog.csv,0.0,0.42,0.29,0.33,0.33,0.4,0.52,0.33,0.34,0.36,0.45,0.41,0.37,0.45
rockbox.csv,0.95,0.83,0.43,0.47,0.65,0.71,0.35,0.71,0.48,0.83,0.62,0.54,0.48,0.44
ta3d.csv,0.0,0.5,0.29,0.34,0.37,0.4,0.52,0.79,0.36,0.36,0.45,0.39,0.37,0.45
xcmetadataservicestoolkit.csv,0.0,0.0,0.6,0.4,0.37,0.4,0.43,0.0,0.42,0.67,0.46,0.42,0.4,0.5
