,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,187.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,14.0
carabiner.csv,187.0,73.0,58.0,68.0,54.0,0.0,96.0,97.0,61.0,64.0,116.0,50.0,51.0,50.0
elvishrayrenderer.csv,187.0,0.0,0.0,8.0,0.0,8.0,3.0,97.0,0.0,64.0,0.0,2.0,0.0,15.0
fleet-simulator.csv,187.0,73.0,0.0,0.0,0.0,8.0,96.0,97.0,0.0,64.0,15.0,50.0,0.0,2.0
gmerlin.csv,187.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,3.0,1.0,4.0,1.0,1.0,7.0
gnome-jabber.csv,13.0,1.0,0.0,0.0,1.0,10.0,3.0,8.0,2.0,0.0,5.0,3.0,0.0,11.0
ipfilter.csv,11.0,1.0,0.0,0.0,1.0,8.0,3.0,8.0,2.0,0.0,0.0,3.0,0.0,13.0
irplus.csv,187.0,0.0,0.0,0.0,0.0,7.0,96.0,97.0,0.0,64.0,0.0,0.0,0.0,4.0
mevenide.csv,187.0,73.0,58.0,68.0,54.0,3.0,96.0,97.0,0.0,64.0,0.0,50.0,51.0,50.0
moving-pictures.csv,13.0,1.0,0.0,0.0,1.0,2.0,3.0,8.0,2.0,0.0,7.0,3.0,0.0,1.0
opensim4opencog.csv,187.0,1.0,0.0,0.0,1.0,8.0,3.0,2.0,2.0,1.0,0.0,3.0,0.0,15.0
rockbox.csv,6.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
ta3d.csv,187.0,2.0,0.0,0.0,1.0,7.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,11.0
xcmetadataservicestoolkit.csv,187.0,73.0,2.0,0.0,0.0,8.0,0.0,97.0,2.0,0.0,0.0,1.0,0.0,6.0
