,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.0,0.73,0.0,0.0,0.27,0.0,0.52,0.23,0.4,0.38,0.0,0.48,0.67,0.13
carabiner.csv,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elvishrayrenderer.csv,0.0,0.36,0.13,0.54,0.42,0.0,0.49,0.0,0.94,0.0,0.36,0.43,0.82,0.0
fleet-simulator.csv,0.0,0.0,0.47,0.64,0.64,0.0,0.0,0.0,1.0,0.0,0.44,0.0,0.15,0.3
gmerlin.csv,0.0,0.62,0.63,0.56,0.52,0.8,0.45,0.46,0.63,0.26,0.44,0.61,0.52,0.65
gnome-jabber.csv,0.0,0.0,0.24,0.27,0.0,0.39,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.4
ipfilter.csv,0.43,0.42,0.46,0.32,0.67,0.6,0.0,0.56,0.0,0.96,0.0,0.5,0.0,0.58
irplus.csv,0.0,0.06,0.51,0.71,0.44,0.51,0.0,0.0,0.33,0.0,0.48,0.04,0.18,0.64
mevenide.csv,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.02,0.0,0.53,0.0,0.0,0.0
moving-pictures.csv,0.0,0.0,0.81,0.21,0.38,0.11,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.78
opensim4opencog.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0
rockbox.csv,0.26,0.21,0.5,0.52,0.34,0.41,0.41,0.35,0.49,0.24,0.25,0.33,0.51,0.76
ta3d.csv,0.0,0.45,0.24,0.44,0.52,0.24,0.0,0.32,0.4,0.59,0.09,0.84,0.38,0.55
xcmetadataservicestoolkit.csv,0.0,0.0,0.43,0.69,0.83,0.0,0.49,0.0,0.0,0.09,0.05,0.48,0.51,0.58
