,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.0,0.75,0.64,0.53,0.84,0.46,0.64,0.29,0.93,0.49,0.4,0.72,0.81,0.55
carabiner.csv,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elvishrayrenderer.csv,0.0,0.47,0.59,0.47,0.82,0.46,0.85,0.0,0.97,0.0,0.38,0.63,0.85,0.54
fleet-simulator.csv,0.0,0.0,0.46,0.57,0.72,0.46,0.0,0.0,1.0,0.0,0.37,0.0,0.21,0.32
gmerlin.csv,0.0,0.62,0.67,0.51,0.65,0.61,0.59,0.46,0.77,0.33,0.39,0.69,0.59,0.59
gnome-jabber.csv,0.22,0.69,0.64,0.53,0.83,0.31,0.97,0.49,0.77,0.83,0.39,0.81,0.79,0.55
ipfilter.csv,0.24,0.45,0.62,0.49,0.84,0.51,0.97,0.47,0.85,0.97,0.4,0.75,0.78,0.53
irplus.csv,0.0,0.1,0.5,0.71,0.53,0.38,0.0,0.0,0.43,0.0,0.43,0.06,0.24,0.55
mevenide.csv,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.04,0.0,0.58,0.0,0.0,0.0
moving-pictures.csv,0.22,0.69,0.83,0.53,0.72,0.14,0.97,0.49,0.56,0.83,0.2,0.81,0.75,0.68
opensim4opencog.csv,0.0,0.69,0.64,0.53,0.84,0.46,0.97,0.53,0.93,0.82,0.4,0.81,0.79,0.54
rockbox.csv,0.23,0.27,0.48,0.44,0.42,0.44,0.54,0.36,0.61,0.31,0.24,0.42,0.58,0.76
ta3d.csv,0.0,0.47,0.64,0.53,0.79,0.48,0.97,0.35,0.92,0.68,0.4,0.87,0.8,0.56
xcmetadataservicestoolkit.csv,0.0,0.0,0.46,0.58,0.89,0.45,0.61,0.0,0.81,0.12,0.4,0.72,0.7,0.51
