,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.0,0.72,1.0,1.0,0.98,1.0,0.48,0.19,0.98,0.33,1.0,0.77,0.91,1.0
carabiner.csv,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elvishrayrenderer.csv,0.0,0.31,0.86,0.68,0.92,1.0,0.77,0.0,0.96,0.0,0.86,0.63,0.85,1.0
fleet-simulator.csv,0.0,0.0,0.5,0.64,0.65,1.0,0.0,0.0,1.0,0.0,0.79,0.0,0.12,0.26
gmerlin.csv,0.0,0.62,0.89,0.8,0.6,0.95,0.42,0.41,0.67,0.22,0.86,0.63,0.56,0.89
gnome-jabber.csv,1.0,1.0,0.96,0.96,0.98,0.36,1.0,1.0,0.72,1.0,0.79,1.0,1.0,0.95
ipfilter.csv,1.0,0.49,0.86,0.84,0.9,0.95,0.99,0.78,0.85,1.0,1.0,0.83,0.97,0.79
irplus.csv,0.0,0.05,0.57,0.68,0.4,0.59,0.0,0.0,0.28,0.0,0.97,0.03,0.15,0.68
mevenide.csv,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.02,0.0,0.48,0.0,0.0,0.0
moving-pictures.csv,1.0,1.0,0.79,0.96,0.75,0.09,1.0,1.0,0.44,1.0,0.28,1.0,0.91,0.84
opensim4opencog.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0
rockbox.csv,0.22,0.18,0.5,0.52,0.3,0.36,0.38,0.31,0.44,0.2,0.21,0.29,0.47,0.74
ta3d.csv,0.0,0.46,0.96,0.92,0.85,1.0,1.0,0.28,0.96,0.63,1.0,0.89,0.97,0.89
xcmetadataservicestoolkit.csv,0.0,0.0,0.39,0.84,0.92,0.95,0.45,0.0,0.78,0.07,1.0,0.77,0.76,0.58
