,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,261.5,198.0,99.0,295.0,659.5,98.5,79.5,99.0,98.5,586.5,197.0,553.0,1494.5,97.5,92.5,99.0,98.5
cubefs.csv,367.0,395.0,99.0,96.5,659.5,95.5,79.5,1069.5,99.0,550.0,194.0,648.5,1536.5,178.0,383.0,98.5,197.5
gwanted.csv,415.5,198.0,99.0,195.0,480.5,98.5,99.0,99.0,98.5,346.5,196.0,270.5,646.0,0.0,872.0,0.0,95.5
iaml.csv,527.0,198.0,99.0,96.5,89.5,98.5,70.5,99.0,193.0,1886.5,94.5,366.0,1098.0,94.5,573.5,98.5,95.5
java-gnome.csv,733.5,98.5,98.5,195.5,1625.0,98.5,71.5,583.0,197.5,585.5,87.5,180.0,974.0,182.0,187.0,99.0,85.5
mecat.csv,84.5,99.0,99.0,393.5,947.5,81.5,76.5,89.5,46.0,95.5,0.0,81.5,528.0,0.0,92.5,0.0,88.5
mvdsv.csv,67.5,178.0,94.5,192.0,273.5,94.5,98.5,84.5,98.5,653.0,98.5,170.0,94.0,0.0,413.0,98.5,82.5
openwbem.csv,925.5,98.5,99.0,480.5,1337.0,98.5,98.5,291.0,96.5,487.0,197.0,180.0,985.5,97.5,383.0,93.5,88.5
orc.csv,397.0,296.5,99.0,295.0,399.5,98.5,95.5,99.0,98.5,390.5,196.0,463.5,614.5,0.0,187.0,94.5,95.5
plato.csv,1005.0,198.0,99.0,293.5,659.5,387.0,99.0,99.0,99.0,586.5,95.5,175.0,2998.5,97.5,383.0,99.0,197.5
rodin-b-sharp.csv,63.5,98.5,98.5,295.0,659.5,267.0,98.5,192.5,99.0,1887.0,91.5,181.0,1973.0,0.0,1674.0,98.5,95.5
ta3d.csv,181.0,98.5,93.5,316.0,0.0,98.5,79.5,189.0,99.0,249.5,91.5,266.5,51.5,0.0,1222.0,76.5,95.5
tycho.csv,808.5,198.0,99.0,294.5,662.0,289.5,99.0,286.5,99.0,487.0,197.0,183.0,1075.5,97.5,288.5,94.5,191.5
umber.csv,361.0,198.0,99.0,393.5,659.5,98.5,99.0,99.0,99.0,390.0,197.0,648.5,2728.0,95.5,383.0,99.0,98.5
vienna-add-in.csv,733.5,198.0,99.0,196.0,783.5,289.5,99.0,483.0,99.0,389.0,98.5,80.5,1405.5,97.5,383.0,94.5,197.5
wpdev.csv,1101.5,198.0,99.0,393.5,659.5,98.5,99.0,99.0,99.0,684.0,197.0,648.5,2212.0,97.5,383.0,99.0,197.5
