,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,megameknet.csv,hannosset.csv,v8.csv,ngl.csv,qmmp.csv,qedo.csv
encog-java.csv,0.42,0.89,0.97,0.75,0.93,1.0,0.98,0.77,0.83,0.92
h2database.csv,0.55,0.42,0.84,0.43,0.51,0.65,0.89,0.58,0.78,0.95
hannosset.csv,0.98,0.78,0.92,0.82,0.8,0.27,0.9,0.83,0.88,0.91
jaql.csv,0.49,0.56,0.77,0.44,0.6,1.0,0.87,0.87,0.98,0.9
megameknet.csv,0.7,0.94,0.59,0.76,0.42,0.81,0.71,0.73,0.93,0.76
ngl.csv,0.92,0.65,0.6,0.69,0.47,0.81,0.66,0.48,0.59,0.79
qedo.csv,0.86,1.01,0.78,0.9,0.92,1.0,0.95,0.9,0.84,0.33
qmmp.csv,0.84,0.8,0.63,0.69,0.57,0.64,0.8,0.51,0.4,0.84
raven-monitoring.csv,0.77,0.82,0.4,0.69,0.6,0.9,0.78,0.86,0.93,0.84
v8.csv,0.94,0.59,0.9,0.86,0.76,0.51,0.19,0.84,0.88,0.87
