,f1,g,recall,precision,pf,wins
encog-java.csv,0.125,0.12,0.1,0.44,0.035,2
h2database.csv,0.31,0.505,0.48,0.47,0.245,7
hannosset.csv,0.22999999999999998,0.255,0.215,0.27,0.225,1
jaql.csv,0.27,0.235,0.2,0.485,0.13,5
megameknet.csv,0.54,0.5700000000000001,0.765,0.435,0.69,8
ngl.csv,0.49,0.615,0.715,0.4,0.575,9
qedo.csv,0.175,0.18,0.15000000000000002,0.27,0.20500000000000002,0
qmmp.csv,0.46499999999999997,0.555,0.6,0.43000000000000005,0.6000000000000001,6
raven-monitoring.csv,0.33,0.365,0.33999999999999997,0.36,0.33999999999999997,4
v8.csv,0.325,0.455,0.59,0.27,0.595,3
