,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.5,0.8,0.48,0.18,0.28,0.26,0.47,0.46,0.34,0.7,0.85,0.52
aubit4gl.csv,0.06,0.54,0.41,0.1,0.68,0.2,0.47,0.13,0.68,0.27,0.61,0.26
liferea.csv,0.62,0.0,0.6,0.76,0.18,0.26,0.21,0.52,0.2,0.12,0.33,0.43
moving-pictures.csv,0.54,0.37,0.61,0.27,0.41,0.26,0.67,0.09,0.3,0.31,0.72,0.6
olex2.csv,0.28,0.34,0.73,0.43,0.65,0.16,0.21,0.69,0.29,0.24,0.33,0.71
opensim4opencog.csv,0.66,0.33,0.73,0.63,0.54,0.63,0.43,0.47,0.38,0.54,0.72,0.68
plearn.csv,0.65,0.2,0.64,0.57,0.6,0.57,0.43,0.58,0.51,0.57,0.85,0.63
psrchive.csv,0.65,0.7,0.89,0.56,0.56,0.51,0.52,0.4,0.69,0.44,0.84,0.59
re2c.csv,0.38,1.0,0.55,0.34,0.26,0.4,0.59,0.38,0.7,0.26,0.0,0.51
rebecca-aiml.csv,0.45,0.57,0.6,0.53,0.52,0.47,0.35,0.61,0.9,0.64,0.53,0.27
wxcode.csv,0.45,0.37,0.33,0.42,0.54,0.59,0.29,0.32,0.2,0.6,0.96,0.31
xfce.csv,0.58,0.44,0.57,0.63,0.51,0.51,0.53,0.64,0.68,0.6,0.56,0.65
