,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.5,0.46,0.0,0.29,0.6,0.35,0.55,0.61,0.15,0.43,0.48,0.56,0.18,0.62,0.56,0.39,0.51
botsnscouts.csv,0.51,0.45,0.3,0.26,0.22,0.33,0.73,0.53,0.57,0.37,0.38,0.55,0.38,0.73,0.43,0.2,0.55
cities3d.csv,0.32,0.47,0.38,0.28,0.54,0.26,0.12,0.44,0.1,0.37,0.03,0.48,0.09,0.6,0.45,0.28,0.76
dynalloy.csv,0.7,0.35,0.09,0.17,0.56,0.45,0.54,0.67,0.67,0.09,0.74,0.54,0.48,0.78,0.49,0.95,0.8
electric-core.csv,0.52,0.5,0.0,0.22,0.64,0.44,0.64,0.62,0.57,0.36,0.69,0.59,0.48,0.65,0.57,0.96,0.54
findbugs.csv,0.59,0.5,0.19,0.28,0.72,0.4,0.55,0.61,0.43,0.33,0.49,0.57,0.41,0.78,0.54,0.91,0.79
img-browse-sort.csv,0.58,0.43,0.0,0.22,0.61,0.46,0.51,0.68,0.22,0.42,0.64,0.59,0.62,0.62,0.6,0.95,0.6
jparsec.csv,0.44,0.34,0.42,0.15,0.52,0.39,0.72,0.55,0.99,0.35,0.62,0.67,0.43,0.8,0.53,0.19,0.35
moast.csv,0.48,0.21,0.23,0.13,0.26,0.47,0.67,0.53,0.54,0.17,0.61,0.46,0.39,0.27,0.51,0.98,0.49
mptvseries.csv,0.25,0.47,0.0,0.29,0.65,0.21,0.39,0.6,0.11,0.0,0.3,0.54,0.48,0.55,0.33,0.0,0.4
mvnforum.csv,0.31,0.12,0.0,0.0,0.53,0.51,0.52,0.52,0.45,0.14,0.54,0.49,0.21,0.26,0.37,0.03,0.26
nosleepsoftware.csv,0.0,0.17,0.65,0.05,0.15,0.0,0.14,0.13,0.4,0.21,0.03,0.04,0.0,0.09,0.16,0.02,0.12
ogre.csv,0.38,0.3,0.46,0.13,0.31,0.24,0.67,0.38,0.97,0.23,0.51,0.44,0.36,0.66,0.48,0.89,0.69
openfrag.csv,0.51,0.48,0.0,0.21,0.72,0.48,0.72,0.7,0.24,0.34,0.77,0.56,0.49,0.64,0.55,0.93,0.74
qdvdauthor.csv,0.46,0.32,0.05,0.04,0.63,0.53,0.3,0.52,0.49,0.19,0.64,0.56,0.3,0.77,0.34,0.87,0.69
sumatrapdf.csv,0.53,0.34,0.35,0.16,0.57,0.46,0.57,0.71,0.75,0.32,0.69,0.57,0.41,0.75,0.56,0.94,0.89
zxing.csv,0.56,0.5,0.0,0.28,0.68,0.49,0.61,0.47,0.22,0.35,0.56,0.54,0.47,0.76,0.58,0.94,0.83
