,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.65,0.62,0.73,0.34,0.01,0.71,0.4,0.45
javagroups.csv,0.2,0.11,0.03,0.0,0.12,0.08,0.0,0.1
jrefactory.csv,0.7,0.47,0.43,0.0,0.37,0.29,0.76,0.55
logicmail.csv,0.0,0.49,0.87,0.68,0.45,0.73,0.04,0.61
nodal.csv,0.2,0.19,0.49,0.26,0.52,0.0,0.84,0.19
soar.csv,0.8,0.7,0.71,0.71,0.62,0.92,0.0,0.87
taverna.csv,0.15,0.0,0.2,0.37,0.4,0.14,0.48,0.03
web-cat.csv,0.3,0.55,0.39,0.29,0.46,0.3,0.68,0.0
