,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.65,0.33,0.36,0.64,0.99,0.29,0.33,0.46
javagroups.csv,0.67,0.14,0.94,1.0,0.85,0.62,0.0,0.25
jrefactory.csv,0.56,0.31,0.47,1.0,0.74,0.33,0.55,0.35
logicmail.csv,1.0,0.35,0.36,0.52,0.74,0.31,0.0,0.41
nodal.csv,0.81,0.23,0.25,0.55,0.63,1.0,0.45,0.54
soar.csv,0.64,0.33,0.28,0.58,0.65,0.28,1.0,0.32
taverna.csv,0.62,1.0,0.33,0.18,0.6,0.0,0.4,0.5
web-cat.csv,0.7,0.38,0.39,0.72,0.64,0.37,0.6,1.0
