,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.7,0.74,0.77,0.65,0.01,0.75,0.93,0.58
javagroups.csv,0.78,0.97,0.03,0.94,0.65,0.66,1.0,0.95
jrefactory.csv,0.83,0.76,0.51,0.02,0.57,0.67,0.8,0.76
logicmail.csv,0.0,0.69,0.87,0.82,0.55,0.74,1.0,0.69
nodal.csv,0.52,0.91,0.84,0.81,0.74,0.04,0.95,0.66
soar.csv,0.81,0.77,0.86,0.76,0.74,0.92,0.03,0.93
taverna.csv,0.86,0.0,0.83,1.01,0.79,1.01,0.88,0.95
web-cat.csv,0.65,0.64,0.66,0.54,0.73,0.6,0.7,0.05
