,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.61,0.73,0.31,0.42,0.06
bdbbasic.csv,0.43,0.65,0.41,0.57,0.33
empyrean.csv,0.77,0.0,0.0,0.0,0.0
gnome-jabber.csv,0.7,0.58,0.44,0.47,0.75
nutz.csv,0.57,0.44,0.64,0.24,0.88
