,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.57,0.35,0.73,0.72,0.97
bdbbasic.csv,0.81,0.68,0.6,0.43,0.8
empyrean.csv,0.37,1.0,1.0,1.0,1.0
gnome-jabber.csv,0.57,0.64,0.57,0.8,0.44
nutz.csv,0.68,0.88,0.34,1.0,0.82
