,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.48,0.95,0.37,0.27,0.15,0.07,0.14,0.44,0.74,0.72
bibedt.csv,0.74,0.2,0.51,0.88,0.33,0.13,1.0,0.88,0.8,0.71
cascading.csv,0.0,0.36,0.48,0.53,0.0,0.2,0.24,0.53,0.98,0.78
firebreath.csv,0.49,0.51,0.97,0.42,0.2,0.15,0.29,0.73,0.78,0.7
fritzing.csv,1.0,0.6,0.7,0.77,0.67,0.12,0.09,0.62,0.87,0.72
httpcontentparser.csv,0.57,0.4,0.29,0.0,0.08,0.95,0.33,1.0,1.0,0.63
mpgravity.csv,0.55,0.51,0.38,0.69,0.92,0.13,0.21,0.68,0.8,0.73
patterntesting.csv,0.55,0.57,0.43,0.97,0.22,0.13,0.23,0.69,0.85,0.7
roller.csv,0.4,0.45,0.44,0.76,0.21,0.13,0.4,0.97,0.83,0.79
xfce.csv,0.59,0.52,0.44,0.38,0.19,0.11,0.26,0.51,0.8,0.97
