,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.58,1.0,0.38,0.4,0.25,0.3,0.3,0.37,0.44,0.51
bibedt.csv,0.6,0.07,0.33,0.23,0.17,0.7,1.0,0.6,0.28,0.69
cascading.csv,0.0,0.07,0.25,0.53,0.0,0.65,0.6,0.31,0.99,0.2
firebreath.csv,0.74,0.89,0.98,0.67,0.33,0.55,0.9,0.72,0.53,0.93
fritzing.csv,0.97,0.59,0.53,0.33,0.17,0.55,0.1,0.48,0.39,0.53
httpcontentparser.csv,0.38,0.22,0.03,0.0,0.17,0.95,0.1,0.08,0.04,0.1
mpgravity.csv,0.64,0.69,0.58,0.73,1.0,0.7,0.5,0.69,0.56,0.7
patterntesting.csv,0.58,0.67,0.78,1.0,0.17,0.85,0.6,0.76,0.68,0.74
roller.csv,0.31,0.33,0.65,0.53,0.33,0.8,0.4,0.97,0.43,0.71
xfce.csv,0.78,0.63,0.55,0.67,0.67,0.65,0.7,0.52,0.65,0.96
