,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,1.0,0.0,5.0,7.0,1.0,4.0,5.0,0.0,1.0,0.0
bibedt.csv,0.0,2.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0
cascading.csv,148.0,0.0,8.0,1.0,52.0,1.0,4.0,1.0,0.0,0.0
firebreath.csv,1.0,1.0,0.0,8.0,1.0,26.0,2.0,0.0,1.0,1.0
fritzing.csv,0.0,0.0,1.0,2.0,1.0,5.0,10.0,0.0,0.0,0.0
httpcontentparser.csv,0.0,4.0,3.0,76.0,16.0,0.0,2.0,0.0,0.0,0.0
mpgravity.csv,1.0,1.0,1.0,2.0,0.0,6.0,6.0,0.0,1.0,0.0
patterntesting.csv,0.0,0.0,1.0,0.0,3.0,12.0,2.0,0.0,0.0,3.0
roller.csv,1.0,1.0,1.0,0.0,2.0,13.0,0.0,0.0,0.0,1.0
xfce.csv,1.0,1.0,5.0,6.0,5.0,11.0,2.0,1.0,0.0,0.0
