,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.52,0.98,0.56,0.35
jlinalg.csv,1.0,0.7,0.86,0.84
qmmp.csv,0.4,0.5,0.37,0.97
yale.csv,0.78,0.73,0.94,0.46
