,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.42,0.59,0.61,0.76
jlinalg.csv,0.5,0.46,0.46,0.42
qmmp.csv,0.52,0.51,0.72,0.52
yale.csv,0.63,0.57,0.99,0.6
