,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.26,0.0,0.7,0.14,0.19,0.5,0.29
libtorrent.csv,0.78,0.83,0.86,0.64,0.88,0.0,0.73
mcmc-jags.csv,0.48,0.7,0.29,0.0,0.27,0.33,0.37
olap-navigator.csv,0.0,0.63,0.93,0.31,0.7,0.67,0.83
pidgin.csv,0.19,0.57,0.62,0.19,0.02,0.28,0.44
sepgsql.csv,0.52,0.23,0.0,0.19,0.3,0.39,0.15
xstore.csv,0.44,0.37,0.6,0.14,0.28,0.11,0.02
