,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.81,0.05,0.83,0.94,0.75,0.83,0.84
libtorrent.csv,0.79,0.86,0.86,0.67,0.88,0.0,0.73
mcmc-jags.csv,0.69,0.92,0.73,0.0,0.63,0.62,0.5
olap-navigator.csv,0.0,0.73,0.93,0.45,0.72,0.68,0.84
pidgin.csv,0.76,0.63,0.63,0.69,0.02,0.54,0.53
sepgsql.csv,1.01,0.81,0.15,0.82,0.77,0.88,0.86
xstore.csv,0.65,0.73,0.61,0.62,0.52,0.5,0.02
