,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.23,0.95,0.56,0.07,0.28,0.34,0.22
libtorrent.csv,0.84,0.77,1.0,0.8,0.91,1.0,0.93
mcmc-jags.csv,0.51,0.41,0.33,1.0,0.43,0.47,0.65
olap-navigator.csv,1.0,0.64,0.96,0.67,0.84,0.86,0.89
pidgin.csv,0.26,0.73,0.85,0.33,0.99,0.54,0.7
sepgsql.csv,0.13,0.23,0.85,0.2,0.29,0.21,0.15
xstore.csv,0.52,0.36,0.89,0.4,0.56,0.52,1.0
