,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,1.0,0.0,67.0,4.0,5.0,1.0,2.0
libtorrent.csv,0.0,4.0,20.0,2.0,1.0,0.0,6.0
mcmc-jags.csv,1.0,4.0,9.0,0.0,0.0,0.0,0.0
olap-navigator.csv,0.0,0.0,35.0,0.0,0.0,1.0,5.0
pidgin.csv,0.0,0.0,25.0,0.0,0.0,0.0,2.0
sepgsql.csv,2.0,0.0,0.0,2.0,1.0,2.0,0.0
xstore.csv,2.0,5.0,4.0,0.0,0.0,1.0,0.0
