,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.52,0.55,0.0,0.33,0.52
google-gears.csv,0.55,0.67,0.74,0.46,0.03
httpcontentparser.csv,0.96,0.1,0.95,0.83,0.92
qse.csv,0.37,0.48,0.58,0.09,0.69
xmemcached.csv,0.04,0.73,0.95,0.83,0.62
